"","MSSubClass","MSZoning","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","TotalBsmtSF","HeatingQC","CentralAir","GrLivArea","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageArea","GarageQual","GarageCond","PavedDrive","Fence","SaleType","SaleCondition","SalePrice","BeenRemod","EraBuilt","Pool","TotBathrooms","TotPorch"
"220","120","RL","NoAlley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story","7","5",2006,"Gable","VinylSd","VinylSd","BrkFace",2.83321334405622,"Gd","TA","PConc","Gd","TA","Av","GLQ",2.83321334405622,"Unf",7.13009851012558,"Ex","Y",7.13009851012558,"Gd","Typ",0,"No","Attchd","Fin",438,"TA","TA","Y","None","New","Partial",12.0271851854705,"TRUE","2000s","FALSE",2,4.69134788222914
"221","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",7.3125534981026,"Ex","Y",7.3125534981026,"Gd","Typ",0,"No","Attchd","RFn",675,"TA","TA","Y","None","New","Partial",12.230277334227,"FALSE","2000s","FALSE",2,5.95324333428778
"222","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.91869521902047,"Ex","Y",7.72665366484764,"Gd","Typ",1,"TA","BuiltIn","RFn",390,"TA","TA","Y","None","ConLI","Normal",12.2060726455302,"FALSE","2000s","FALSE",2.5,5.11799381241676
"223","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","RRAn","1Fam","2Story","6","6",1975,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",6.31173480915291,"Unf",6.57088296233958,"TA","Y",7.34794382314869,"TA","Typ",1,"TA","Attchd","RFn",434,"TA","TA","Y","MnPrv","WD","Normal",12.1001564199386,"FALSE","1970s","FALSE",3.5,6.03548143252476
"224","20","RL","NoAlley","Reg","Lvl","FR2","Gtl","NAmes","Norm","1Fam","1Story","4","6",1971,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.26339826259162,"LwQ",6.76272950693188,"Gd","Y",6.76272950693188,"TA","Typ",0,"No","Detchd","Unf",576,"TA","TA","Y","None","WD","Abnorml",11.4824662574855,"FALSE","1970s","FALSE",1,5.37989735354046
"225","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","10","5",2003,"Hip","VinylSd","VinylSd","BrkFace",6.82762923450285,"Ex","TA","PConc","Ex","TA","Gd","GLQ",4.04305126783455,"Unf",7.78030308790837,"Ex","Y",7.78030308790837,"Ex","Typ",1,"Ex","Attchd","Fin",968,"TA","TA","Y","None","WD","Normal",12.8642401071941,"FALSE","2000s","FALSE",2,5.86929691313377
"226","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","5","5",1971,"Gable","HdBoard","HdBoard","BrkFace",4.96284463025991,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.44730586254121,"TA","Y",7.17242457712485,"TA","Typ",0,"No","Detchd","Unf",280,"TA","TA","Y","None","COD","Abnorml",11.6262541502772,"FALSE","1970s","FALSE",2.5,0
"227","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","7","5",1995,"Gable","VinylSd","VinylSd","BrkFace",5.67332326717149,"Gd","TA","PConc","Gd","TA","No","GLQ",6.33859407820318,"Unf",7.09340462586877,"Ex","Y",7.83241092718792,"Gd","Typ",1,"TA","Attchd","RFn",721,"TA","TA","Y","None","WD","Abnorml",12.5776362019627,"FALSE","1990s","FALSE",2.5,5.82600010738045
"228","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","6","6",1970,"Gable","HdBoard","HdBoard","BrkFace",4.85203026391962,"TA","TA","CBlock","TA","TA","No","Rec",5.77455154554441,"Unf",6.18208490671663,"TA","Y",6.89568269774787,"TA","Typ",0,"No","Detchd","Unf",280,"TA","TA","Y","None","WD","Normal",11.5711943730942,"FALSE","1970s","FALSE",1.5,0
"229","20","RL","NoAlley","Reg","Lvl","FR2","Gtl","Sawyer","Feedr","1Fam","1Story","5","5",1967,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.73696695800186,"Unf",6.81673588059497,"TA","Y",6.81673588059497,"TA","Typ",1,"Fa","Detchd","Unf",336,"TA","TA","Y","MnPrv","WD","Normal",11.7360690162844,"FALSE","1960s","FALSE",1,0
"230","120","RL","NoAlley","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","TwnhsE","1Story","7","5",2006,"Gable","VinylSd","VinylSd","BrkFace",2.83321334405622,"Gd","TA","PConc","Gd","TA","Av","GLQ",2.83321334405622,"Unf",7.22548147278229,"Ex","Y",7.34987370473834,"Gd","Typ",1,"TA","Attchd","Fin",430,"TA","TA","Y","None","WD","Normal",12.16785143271,"TRUE","2000s","FALSE",2,5.0998664278242
"231","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","6",1959,"Hip","MetalSd","MetalSd","BrkFace",5.39816270151775,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",7.08590146436561,"TA","Y",7.08590146436561,"TA","Typ",0,"No","Attchd","RFn",312,"TA","TA","Y","None","WD","Normal",11.9049675527463,"FALSE","1950s","FALSE",2,4.79579054559674
"232","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","NoRidge","Norm","1Fam","2Story","8","5",1996,"Gable","VinylSd","VinylSd","BrkFace",6.22851100359118,"Gd","TA","PConc","Gd","TA","No","GLQ",6.5366915975913,"Unf",7.28824440102012,"Ex","Y",7.9355873855892,"Ex","Typ",1,"TA","Attchd","Fin",810,"TA","TA","Y","None","WD","Normal",12.9066918409288,"TRUE","1990s","FALSE",3.5,5.85507192220243
"233","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","Twnhs","2Story","6","5",1972,"Gable","HdBoard","HdBoard","BrkFace",5.6970934865054,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",6.18208490671663,"TA","Y",6.89568269774787,"TA","Typ",1,"Po","Attchd","Unf",288,"TA","TA","Y","None","WD","Normal",11.4563551134818,"FALSE","1970s","FALSE",1.5,0
"234","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story","5","6",1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","Av","LwQ",5.20948615284142,"ALQ",6.79682371827486,"TA","Y",6.79682371827486,"TA","Typ",0,"No","Attchd","Unf",308,"TA","TA","Y","MnPrv","WD","Normal",11.7613468234687,"FALSE","1970s","FALSE",2,5.90263333340137
"235","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","6","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",6.4393503711001,"Unf",6.75809450442773,"Ex","Y",7.58120982619635,"Gd","Typ",2,"TA","BuiltIn","Fin",440,"TA","TA","Y","None","WD","Normal",12.2853458264247,"FALSE","2000s","FALSE",3.5,5.82008293035236
"236","160","RM","NoAlley","Reg","Lvl","Inside","Gtl","BrDale","Norm","TwnhsE","2Story","6","3",1971,"Gable","HdBoard","HdBoard","BrkFace",6.40522845803084,"TA","TA","CBlock","TA","TA","No","ALQ",5.88332238848828,"Unf",6.18208490671663,"TA","Y",6.89568269774787,"TA","Typ",0,"No","Detchd","Unf",264,"TA","TA","Y","None","WD","Normal",11.4019939042629,"FALSE","1970s","FALSE",1.5,0
"237","20","RL","NoAlley","Reg","Lvl","FR2","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2004,"Gable","VinylSd","VinylSd","BrkFace",4.59511985013459,"Gd","TA","PConc","Gd","TA","Av","GLQ",3.2188758248682,"Unf",7.25488481007734,"Ex","Y",7.25488481007734,"Gd","Typ",0,"No","Attchd","RFn",494,"TA","TA","Y","None","WD","Normal",12.1308101610296,"FALSE","2000s","FALSE",2,5.47227067367148
"238","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","SawyerW","RRNe","1Fam","2Story","7","7",2003,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","BLQ",5.99893656194668,"Unf",6.90475076996184,"Ex","Y",7.46450983463653,"Gd","Typ",0,"No","Attchd","RFn",457,"TA","TA","Y","None","WD","Normal",12.1781874420406,"TRUE","1990s","FALSE",2.5,6.5206211275587
"239","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","8","5",2007,"Hip","VinylSd","VinylSd","BrkFace",5.54126354515843,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.43543801981455,"Ex","Y",7.43543801981455,"Gd","Typ",0,"No","Attchd","Fin",818,"TA","TA","Y","None","New","Partial",12.6698066617623,"FALSE","2000s","FALSE",2,5.98393628068719
"240","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin","6","4",1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",4.55387689160054,"Unf",6.60123011872888,"TA","Y",7.30518821539304,"TA","Typ",1,"Gd","Detchd","Unf",220,"TA","TA","Y","MnPrv","WD","Normal",11.6351430976945,"TRUE","1940s","FALSE",1.5,4.94875989037817
"241","20","FV","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story","8","5",2008,"Gable","VinylSd","VinylSd","Stone",3.61091791264422,"Gd","TA","PConc","Gd","TA","Av","GLQ",6.98378996525813,"Unf",7.35691824235602,"Ex","Y",7.35691824235602,"Gd","Typ",0,"No","Attchd","RFn",750,"TA","TA","Y","None","WD","Normal",12.4780063610138,"FALSE","2000s","FALSE",3,5.74620319054015
"242","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","9",1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",5.79909265446053,"Unf",6.53233429222235,"Gd","Y",6.76503897678054,"Gd","Typ",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","None","WD","Normal",11.6127707999399,"TRUE","1940s","FALSE",1,4.61512051684126
"243","50","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","4",1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",6.29341927884648,"Gd","N",7.27309259599952,"TA","Typ",0,"No","Attchd","Unf",352,"Fa","TA","Y","None","WD","Normal",11.2772031314492,"TRUE","1900s","FALSE",1,4.35670882668959
"244","160","RL","NoAlley","Reg","Lvl","Corner","Gtl","SawyerW","Norm","TwnhsE","2Story","6","6",1980,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",6.44094654063292,"TA","Y",7.10496544826984,"TA","Typ",1,"TA","Attchd","RFn",288,"TA","TA","Y","None","WD","Normal",11.6952470217642,"FALSE","1980s","FALSE",1.5,3.36729582998647
"245","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","7","5",2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",6.54534966033442,"Unf",6.85540879860993,"Ex","Y",7.65491704784832,"Gd","Typ",2,"Fa","Attchd","RFn",463,"TA","TA","Y","None","WD","Normal",12.2307652581205,"TRUE","1990s","FALSE",3.5,4.87519732320115
"246","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","7","5",1988,"Gable","Wd Sdng","Wd Sdng","BrkFace",4.63472898822964,"TA","TA","CBlock","Gd","TA","Av","GLQ",6.8351845861473,"Unf",7.5207764150628,"Gd","Y",7.53529670244409,"TA","Typ",1,"TA","Attchd","Fin",604,"TA","TA","Y","None","WD","Normal",12.3946247520748,"FALSE","1980s","FALSE",2.5,5.46806014113513
"247","190","RM","Grvl","Reg","Lvl","Inside","Gtl","OldTown","Norm","2fmCon","2Story","6","8",1950,"Gable","AsbShng","AsbShng","None",0,"TA","Fa","Stone","Fa","TA","No","Unf",0,"Unf",6.92853781816467,"Gd","N",7.56475701290573,"Fa","Typ",0,"No","Detchd","Unf",440,"Po","Po","Y","None","WD","Normal",11.8277362048103,"TRUE","1910s","FALSE",2,5.15329159449778
"248","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","6","5",1954,"Hip","Wd Sdng","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",7.2211050981825,"Ex","Y",7.22693601849329,"TA","Typ",1,"TA","Attchd","Unf",451,"TA","TA","Y","None","WD","Normal",11.8493977015914,"FALSE","1950s","FALSE",1,3.43398720448515
"249","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2003,"Gable","VinylSd","VinylSd","BrkFace",4.62497281328427,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.73459165997295,"Ex","Y",7.41997992366183,"Gd","Typ",0,"No","Attchd","RFn",500,"TA","TA","Y","None","WD","Normal",12.1007121298723,"FALSE","2000s","FALSE",2.5,5.36129216570943
"250","50","RL","NoAlley","IR2","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1.5Fin","6","7",2006,"Gable","Wd Sdng","HdBoard","BrkCmn",6.15909538849193,"Gd","TA","CBlock","Gd","TA","Gd","Rec",6.54821910276237,"Unf",7.27586460054653,"Gd","Y",7.67089483136212,"Gd","Typ",2,"TA","Attchd","Fin",389,"TA","TA","Y","None","WD","Normal",12.5317727851695,"TRUE","1950s","FALSE",2.5,4.59511985013459
"251","30","RL","NoAlley","IR1","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1Story","3","2",1966,"Gable","Wd Sdng","Plywood","None",0,"TA","Po","CBlock","TA","TA","No","Unf",0,"Unf",6.59167373200866,"Ex","Y",7.17548971362422,"Fa","Mod",0,"No","NoGarage","NoGarage",0,"NoGarage","NoGarage","Y","GdWo","WD","Normal",11.2450460198146,"TRUE","1940s","FALSE",1,5.57594910314632
"252","120","RM","NoAlley","IR1","HLS","Inside","Mod","Crawfor","Norm","TwnhsE","1Story","8","5",2007,"Hip","VinylSd","VinylSd","Stone",6.1779441140506,"Gd","TA","PConc","Gd","TA","Gd","GLQ",7.36137542897735,"Unf",7.36137542897735,"Ex","Y",7.39387829010776,"Gd","Typ",1,"Gd","Attchd","Fin",538,"TA","TA","Y","None","WD","Family",12.3673407931263,"TRUE","2000s","FALSE",3.5,5.62401750618734
"253","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story","6","5",2004,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.68336094576627,"Ex","Y",7.40306109109009,"Gd","Typ",0,"No","Attchd","RFn",520,"TA","TA","Y","None","WD","Normal",12.0610468734799,"FALSE","2000s","FALSE",2.5,5.21493575760899
"254","80","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","SLvl","6","7",1991,"Hip","HdBoard","HdBoard","BrkFace",4.69134788222914,"TA","TA","CBlock","Gd","TA","Gd","LwQ",5.6021188208797,"ALQ",7.17242457712485,"Ex","Y",7.17242457712485,"Gd","Min1",0,"No","Attchd","RFn",309,"TA","TA","Y","MnPrv","CWD","Normal",11.9703503120091,"TRUE","1960s","FALSE",2.5,5.8111409929767
"255","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story","5","6",1957,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",6.82762923450285,"Unf",7.18159194461187,"TA","Y",7.18159194461187,"TA","Typ",0,"No","Attchd","RFn",294,"TA","TA","Y","None","WD","Normal",11.8844890214027,"FALSE","1950s","FALSE",2,5.52545293913178
"256","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story","7","5",1999,"Gable","VinylSd","VinylSd","BrkFace",5.71373280550937,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",6.88346258641309,"Ex","Y",7.73718007783463,"Gd","Typ",1,"TA","BuiltIn","Fin",429,"TA","TA","Y","None","WD","Normal",12.3458345879053,"FALSE","1990s","FALSE",2.5,5.26269018890489
"257","60","FV","NoAlley","IR1","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","6","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Rec",6.22257626807137,"Unf",6.76272950693188,"Ex","Y",7.45529848568329,"Gd","Typ",0,"No","Attchd","RFn",673,"TA","TA","Y","None","WD","Normal",12.2428866186529,"FALSE","2000s","FALSE",2.5,5.60947179518496
"258","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story","7","5",2006,"Gable","VinylSd","VinylSd","Stone",5.19849703126583,"Gd","TA","PConc","Gd","TA","No","GLQ",7.19668657083435,"Unf",7.38087903556412,"Ex","Y",7.38087903556412,"Gd","Typ",1,"Gd","Attchd","RFn",660,"TA","TA","Y","None","WD","Abnorml",12.3013828253345,"FALSE","2000s","FALSE",3.5,5.4553211153577
"259","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","7","5",2001,"Gable","VinylSd","VinylSd","BrkFace",5.15329159449778,"Gd","TA","PConc","Gd","TA","No","GLQ",5.89164421182577,"Unf",6.87109129461055,"Ex","Y",7.49164547360513,"Gd","Typ",1,"TA","Attchd","RFn",564,"TA","TA","Y","None","WD","Normal",12.3523351525084,"FALSE","2000s","FALSE",2.5,5.8348107370626
"260","20","RM","NoAlley","Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story","5","5",1956,"Gable","BrkFace","BrkFace","None",0,"TA","TA","PConc","No","No","No","No",0,"No",0,"Gd","Y",6.78332520060396,"TA","Typ",0,"No","Detchd","Unf",308,"TA","TA","Y","None","WD","Normal",11.4824662574855,"FALSE","1950s","FALSE",1,3.8286413964891
"261","80","RL","NoAlley","Reg","Lvl","Corner","Gtl","NAmes","Artery","1Fam","SLvl","6","5",1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",5.99146454710798,"TA","TA","CBlock","TA","TA","Gd","Rec",6.51174532964473,"ALQ",7.21744343169653,"TA","Y",7.23201033166476,"TA","Typ",1,"TA","Attchd","Unf",884,"TA","TA","Y","GdWo","WD","Normal",12.0782392740203,"FALSE","1960s","FALSE",2,5.53338948872752
"262","60","RL","NoAlley","IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story","8","5",2007,"Gable","CemntBd","CmentBd","Stone",5.6021188208797,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.30182234213793,"Ex","Y",7.85360481309784,"Ex","Typ",1,"Gd","BuiltIn","Fin",868,"TA","TA","Y","None","New","Partial",12.5281561446993,"FALSE","2000s","FALSE",2.5,5.00394630594546
"263","80","RL","NoAlley","IR1","Lvl","Corner","Gtl","Sawyer","Norm","1Fam","SLvl","6","7",1995,"Gable","HdBoard","Plywood","BrkFace",3.85014760171006,"TA","TA","CBlock","Gd","Gd","Av","ALQ",6.22851100359118,"Unf",6.22851100359118,"TA","Y",7.10085190894405,"TA","Typ",1,"TA","Attchd","Unf",492,"TA","TA","Y","GdWo","WD","Normal",11.9250351157971,"TRUE","1970s","FALSE",2,5.72031177660741
"264","50","RM","NoAlley","Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin","5","7",2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",5.45958551414416,"ALQ",6.83195356556585,"TA","Y",7.18311170174328,"TA","Typ",0,"No","Detchd","Unf",484,"TA","TA","Y","None","WD","Normal",11.7752897294377,"TRUE","1920s","FALSE",2,0
"265","30","RM","Grvl","IR3","Bnk","Inside","Gtl","OldTown","Artery","1Fam","1Story","5","5",2004,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",6.52356230614951,"Gd","N",6.63987583382654,"TA","Typ",0,"No","Detchd","Unf",504,"TA","TA","N","None","WD","Normal",11.1982147201305,"TRUE","1920s","FALSE",1,0
"266","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story","6","6",1981,"Gable","MetalSd","MetalSd","BrkFace",5.35185813347607,"TA","Gd","CBlock","Gd","TA","No","GLQ",6.37842618365159,"LwQ",7.26052259808985,"TA","Y",7.26052259808985,"Gd","Typ",1,"TA","Attchd","Fin",576,"TA","TA","Y","GdPrv","WD","Normal",12.0753943218881,"FALSE","1980s","FALSE",2,5.62401750618734
"267","60","RL","NoAlley","IR1","HLS","FR2","Gtl","Gilbert","Norm","1Fam","2Story","6","5",1997,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",6.57228254269401,"Unf",6.68835471394676,"Gd","Y",7.32118855673948,"TA","Typ",1,"TA","Attchd","Fin",413,"TA","TA","Y","None","WD","Normal",12.1281111040605,"FALSE","1990s","FALSE",3.5,5.14166355650266
"268","75","RL","NoAlley","Reg","Bnk","Inside","Mod","SWISU","Norm","1Fam","2.5Fin","5","8",1997,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","LwQ",5.93753620508243,"Unf",6.58063913728495,"Ex","Y",7.69302574841789,"Gd","Typ",1,"Gd","Detchd","Unf",240,"TA","TA","Y","None","WD","Normal",12.0979304869105,"TRUE","1930s","FALSE",2.5,5.65948221575962
"269","30","RM","NoAlley","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1Story","5","6",1955,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",6.00141487796115,"Rec",6.60800062529609,"Ex","Y",6.65801104587075,"TA","Typ",1,"Gd","Detchd","Fin",924,"Ex","Ex","Y","None","WD","Normal",11.6994050319128,"TRUE","1940s","FALSE",1,3.25809653802148
"270","20","RL","NoAlley","IR1","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story","6","7",1976,"Hip","HdBoard","HdBoard","BrkFace",5.16478597392351,"TA","Gd","CBlock","TA","Gd","No","BLQ",6.62273632394984,"Unf",7.04228617193974,"TA","Y",7.01571242048723,"TA","Typ",1,"Fa","Attchd","RFn",504,"TA","Gd","Y","GdPrv","WD","Normal",11.9049675527463,"FALSE","1970s","FALSE",2.5,5.99396142730657
"271","60","FV","NoAlley","Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story","8","5",2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",6.99942246750796,"Gd","Y",7.57044325205737,"Gd","Typ",1,"Gd","Attchd","RFn",1053,"TA","TA","Y","None","New","Partial",12.4912515877638,"FALSE","2000s","FALSE",2.5,5.4971682252932
"272","20","RL","NoAlley","IR1","Low","CulDSac","Sev","ClearCr","Norm","1Fam","1Story","7","7",2005,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","LwQ",5.4249500174814,"GLQ",7.23417717974985,"Ex","Y",7.21817683840341,"TA","Mod",2,"TA","Attchd","Unf",439,"TA","TA","Y","None","WD","Normal",12.3946247520748,"TRUE","1950s","FALSE",2,4.40671924726425
"273","60","RL","NoAlley","IR1","Lvl","CulDSac","Gtl","NoRidge","Norm","1Fam","2Story","8","7",2007,"Gable","VinylSd","VinylSd","BrkFace",5.85507192220243,"Gd","TA","PConc","Gd","TA","No","GLQ",6.26339826259162,"Unf",7.05012252026906,"Ex","Y",7.72797554210556,"Gd","Typ",1,"Gd","Attchd","Fin",671,"TA","TA","Y","None","WD","Normal",12.5776362019627,"TRUE","1990s","FALSE",2.5,5.24702407216049
"274","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NAmes","Feedr","1Fam","1Story","6","6",1988,"Hip","Wd Sdng","Wd Sdng","BrkCmn",5.21493575760899,"TA","TA","CBlock","TA","TA","No","Rec",6.43133108193348,"LwQ",7.12367278520461,"Gd","Y",7.39817409297047,"TA","Min1",1,"Gd","Attchd","RFn",338,"TA","TA","Y","MnPrv","WD","Normal",11.8422292121128,"TRUE","1950s","FALSE",3,5.66988092298052
"275","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story","5","7",1982,"Gable","HdBoard","ImStucc","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",6.30444880242198,"Unf",6.70563909486,"TA","Y",6.70563909486,"TA","Typ",0,"No","Attchd","Unf",264,"TA","TA","Y","None","WD","Normal",11.7320609948869,"FALSE","1980s","FALSE",1,5.12989871492307
"276","50","RL","NoAlley","Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin","7","7",2007,"Gable","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",6.8596149036542,"Gd","N",7.34536484041687,"Ex","Typ",0,"No","Detchd","Unf",672,"TA","TA","Y","None","WD","Normal",12.2307652581205,"TRUE","1920s","FALSE",2.5,5.3890717298165
"277","20","RL","NoAlley","IR1","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story","7","5",2003,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",7.35308192051543,"Ex","Y",7.35308192051543,"Gd","Typ",0,"No","Attchd","Fin",573,"TA","TA","Y","None","WD","Normal",12.2110601870412,"FALSE","2000s","FALSE",2,5.52545293913178
"278","20","RL","NoAlley","Reg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","1Story","4","5",1951,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",4.79579054559674,"Unf",6.76272950693188,"Ex","Y",6.76272950693188,"TA","Typ",0,"No","Detchd","Unf",400,"TA","TA","Y","None","WD","Normal",11.8565151693603,"FALSE","1950s","FALSE",1,0
"279","20","RL","NoAlley","Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","1Story","9","5",2007,"Gable","CemntBd","CmentBd","BrkFace",5.75574221358691,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",7.66011431917393,"Ex","Y",7.66011431917393,"Ex","Typ",1,"Ex","Attchd","Fin",732,"TA","TA","Y","None","New","Partial",12.9367516138114,"TRUE","2000s","FALSE",2.5,5.89989735358249
"280","60","RL","NoAlley","Reg","Lvl","Inside","Gtl","ClearCr","Norm","1Fam","2Story","7","5",1977,"Hip","Plywood","Plywood","BrkFace",5.7037824746562,"TA","TA","CBlock","Gd","TA","No","BLQ",5.97380961186926,"Unf",7.05703698169789,"Ex","Y",7.61233683716775,"TA","Typ",1,"TA","Attchd","Fin",505,"TA","TA","Y","None","WD","Normal",12.1652506510099,"FALSE","1970s","FALSE",2.5,6.00635315960173
